Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
Participate,Language Acquisition Best Practices,Immersing Students in the Target Language, Educator ensures that language learners are immersed in the target language for at least 90% of instructional time. Use of the target language that students are learning is one of ACTFL (American Council on the Teaching of Foreign Languages) Guiding Principles for Language Learning.,https://media.badgr.io/uploads/badges/dd0903d2-2740-4092-84c4-ecb86609abd0.png,https://microcredentials.digitalpromise.org/explore/immersing-students-in-the-target-language,CJ9U6G,Classroom Educator,Digital Promise Research Map Topic List,"Language Learning,Cultural Proficiency,Culturally Responsive Teaching"
Participate,Language Acquisition Best Practices,Intercultural Competence for Language Teaching," Educator plans learning experiences designed to help students develop the attitudes, knowledge, and skills associated with intercultural competence. ",https://media.badgr.io/uploads/badges/1f4dc123-dd4b-4de1-8bba-52a5f8168be7.png,https://microcredentials.digitalpromise.org/explore/intercultural-competence-for-language-teaching,V0BGJW,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Language Learning,Global Collaboration,Culturally Responsive Teaching"
Participate,Teaching for Intercultural Competence,Help Students Develop Intercultural Competence with Visual Images, Educator helps students develop critical media literacy skills and intercultural competence through dissecting visual images. ,https://media.badgr.io/uploads/badges/0f55d638-b576-4cbf-93d9-863ea604fa7f.png,https://microcredentials.digitalpromise.org/explore/help-students-develop-intercultural-competence-wit,ZHQGYC,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Language Learning,Global Collaboration,Literacy,Digital & Media Literacy"
Participate,Teaching for Intercultural Competence,Setting Goals for Intercultural Competence, Educator uses the NCSSFL-ACTFL Can-Do Statements for Intercultural Communication to set goals for students development of intercultural competence and give opportunities for student reflection on personal growth. ,https://media.badgr.io/uploads/badges/30bd4d21-41b9-41eb-9774-ffba3670f7fe.png,https://microcredentials.digitalpromise.org/explore/setting-goals-for-intercultural-competence,Z51S7K,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Language Learning,Global Collaboration,Culturally Responsive Teaching"
Participate,Language Acquisition Best Practices,Authentic Resources, Educator uses Interpretive Communication tasks to support language acquisition by employing Authentic Resources in the language and culture studied.  ,https://media.badgr.io/uploads/badges/dbc0d157-4be0-42fe-8529-3c66aab5088c.png,https://microcredentials.digitalpromise.org/explore/authentic-resources,XJ8MVY,Classroom Educator,Digital Promise Research Map Topic List,"Language Learning,Culturally Responsive Teaching"
Participate,Teaching for Intercultural Competence,Help Students Develop Intercultural Competence through Reflection, Educator makes reflection a regular part of their classroom to help students learn to interact with cultural competence and understanding. ,https://media.badgr.io/uploads/badges/4a76a980-a66b-4779-9918-06e9cd5ef2f3.png,https://microcredentials.digitalpromise.org/explore/help-students-develop-intercultural-competence-thr,M5R6TX,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Language Learning,Global Collaboration,Culturally Responsive Teaching"
Participate,Teaching for Intercultural Competence,Cross-Curricular Collaboration for Intercultural Competence, Educator collaborates with educators in other disciplines to create opportunities for students to develop intercultural competence. ,https://media.badgr.io/uploads/badges/2b6e5a07-6b82-432c-9082-9cba19e59446.png,https://microcredentials.digitalpromise.org/explore/cross-curricular-collaboration-for-intercultural-c,V4NYKQ,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Language Learning,Global Collaboration,Culturally Responsive Teaching"
Participate,Language Acquisition Best Practices,Design for Conversations," Educator plans Interpersonal Communication tasks for pairs, small groups, and whole-class instruction. Designing Oral Interpersonal Communication Tasks is one of ACTFL (American Council on the Teaching of Foreign Languages) Guiding Principles for Language Learning.",https://media.badgr.io/uploads/badges/635e1034-7df7-40be-b83d-c2a1ff580e03.png,https://microcredentials.digitalpromise.org/explore/design-for-conversations,XLS1B3,Classroom Educator,Digital Promise Research Map Topic List,"Language Learning,Culturally Responsive Teaching"
PMIEF,Managing the project cycle,Executing a Learning Project, Guiding the execution and successful completion of the main activities of the learning project ,https://media.badgr.io/uploads/badges/44c004f1-bfa9-41f5-bf1a-b339c46fadd3.png,https://microcredentials.digitalpromise.org/explore/executing-a-learning-project,82QWU5,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
PMIEF,Managing the project cycle,Initiating a Learning Project, Defining and starting a project with clarity and creativity ,https://media.badgr.io/uploads/badges/9d3f4052-98d8-4ccf-a65e-1dec34826277.png,https://microcredentials.digitalpromise.org/explore/initiating-a-learning-project,52GKZS,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
PMIEF,Managing the project cycle,Managing the Learning Project Cycle, Managing and guiding the four stages of the project cycle in a student learning project ,https://media.badgr.io/uploads/badges/bac958a6-a5e8-47f6-bae9-d8499c5f5c44.png,https://microcredentials.digitalpromise.org/explore/managing-the-learning-project-cycle,CTE3UK,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
PMIEF,Managing the project cycle,Closing a Learning Project, Guiding the reviews and evaluations of project and student outcomes in a completed learning project ,https://media.badgr.io/uploads/badges/2af922f1-0f5f-4533-9e86-c9ec9b62c8e0.png,https://microcredentials.digitalpromise.org/explore/closing-a-learning-project,B9AZJY,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
PMIEF,Managing the project cycle,Planning a Learning Project," Careful planning, arranging, and tracking of a project workflow ",https://media.badgr.io/uploads/badges/4135729e-caff-4e2b-9596-783bcac44ba8.png,https://microcredentials.digitalpromise.org/explore/planning-a-learning-project,MAD0XR,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
PMIEF,Managing the project cycle,Monitoring and Controlling a Learning Project," Monitoring and improving the project work, teamwork, and learning through all phases of a student learning project ",https://media.badgr.io/uploads/badges/e0d678de-70f8-4786-b095-762a43dfc4f2.png,https://microcredentials.digitalpromise.org/explore/monitoring-and-controlling-a-learning-project,FL6JA9,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Project-based Learning,Project-Based Learning,Collaboration,Communication Skills,Introduction to the Learning Sciences,Learning Sciences"
Red & Black,ShareFair STEM,Facilitating Conversations about Personal Financial Literacy, Educator facilitates conversations about personal finance (and other Life 101) topics. ,https://media.badgr.io/uploads/badges/680cc032-282d-4ca4-b36c-e2d663ff0e38.png,https://microcredentials.digitalpromise.org/explore/facilitating-conversations-about-personal-financia,TGBHRD,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","STEM & STEAM,STEM Learning Practices,Literacy,Financial Literacy,Communication"
San Diego County Office of Education,Innovative Leadership,Change Management, Innovative leader utilizes change management to impact their organizational system.,https://media.badgr.io/uploads/badges/1c0e1ae8-ee1a-4426-b1e5-78e968c11a02.png,https://microcredentials.digitalpromise.org/explore/change-management,WNQLRY,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator,Administrator","ISTE Subject Matter,Learning Forward Subject Matter,Digital Promise Research Map Topic List","Leadership,Education Leadership,Social Emotional Learning,Identity & Behavior & Relationships,School & System Improvement"
San Diego County Office of Education,Innovative Leadership,Ensuring Web Content Accessibility, Educator gains insight into the challenges of accessing web-based learning for users with disabilities and creates accessible web content to promote learner equity. ,https://media.badgr.com/uploads/badges/c500621d-8f66-44a2-9cd6-f976dab2f0fd.png,https://microcredentials.digitalpromise.org/explore/ensuring-web-content-accessibility-2,9SPWML,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator,Administrator",ISTE Subject Matter,"Assistive Technologies,Digital & Media Literacy"
San Diego County Office of Education,Innovative Leadership,Using Motivational Design and Innovation to Enhance Learner Engagement," Educator identifies components of motivational design, explores innovative teaching practices, and implements a lesson designed to enhance learner motivation. ",https://media.badgr.com/uploads/badges/ab03786a-a4c7-4e8e-9945-a86f16a51f78.png,https://microcredentials.digitalpromise.org/explore/using-motivational-design-and-innovation-to-enhanc,750NMA,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator,Administrator",Learning Forward Subject Matter,"Student Engagement,Learning Designs & Facilitation,School & System Improvement"
Teaching Matters,Leading Data-driven Teacher Teams,Researcher: Use of Research,Learning team leader effectively guides educators in unpacking appropriate educational research linked to data.,https://media.badgr.io/uploads/badges/da7c85f1-68c1-4037-b20f-70a18af051c5.png,https://microcredentials.digitalpromise.org/explore/researcher-use-of-research,9P0AG2,"Administrator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Digital Promise Research Map Topic List","Assessment,Learning Sciences,Introduction to the Learning Sciences"
Teaching Matters,Leading Data-driven Teacher Teams,Assessor: Use of Common Assessments," Learning team leader guides teachers in analyzing and revising, or creating, rigorous, accessible, and standards-aligned common formative assessments. ",https://media.badgr.io/uploads/badges/836d3cd1-843b-4d5a-b63c-7b0e192d8f93.png,https://microcredentials.digitalpromise.org/explore/assessor-use-of-common-assessments,ZGM9JV,"Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,Assessment
Teaching Matters,Leading Data-driven Teacher Teams,Data Analyst: Guiding Data Analysis, The learning team leader guides challenging conversations about classroom practice and student learning using data (including student work). ,https://media.badgr.io/uploads/badges/0a9fb887-2d23-43bd-b3ad-3761ba501a8d.png,https://microcredentials.digitalpromise.org/explore/data-analyst-guiding-data-analysis,CQF5EM,"Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Assessment,Student Data"
Teaching Matters,Leading Data-driven Teacher Teams,Data Driver,"Learning team leader facilitates the use of research, assessments, and data for improvement, resulting in educators on the team successfully applying key learnings in their classrooms and documenting student progress related to the student learning goals.",https://media.badgr.io/uploads/badges/e2d48109-46aa-4215-999e-a6c6f6e5111a.png,https://microcredentials.digitalpromise.org/explore/data-driver,CK0HZN,"Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Assessment,Student Data"
